Order No,Sales($),Quantity,Discount,Profit($),Price($)
560,42.60 ,3,0,16.61 ,42.60 
561,84.06 ,7,0.2,27.32 ,105.07 
562,13.00 ,5,0.2,1.30 ,16.25 
563,13.13 ,3,0.2,3.77 ,16.41 
564,3.96 ,2,0,0.00 ,3.96 
565,2.61 ,1,0,1.20 ,2.61 
566,374.38 ,3,0.2,46.80 ,467.97 
567,91.84 ,8,0,45.00 ,91.84 
568,81.09 ,7,0.2,27.37 ,101.36 
569,19.44 ,3,0,9.33 ,19.44 
570,451.15 ,3,0.2,0.00 ,563.94 
571,72.45 ,7,0,34.78 ,72.45 
572,13.96 ,4,0,6.42 ,13.96 
573,33.26 ,7,0.2,11.23 ,41.58 
574,14.85 ,3,0,4.01 ,14.85 
575,8.82 ,3,0,2.38 ,8.82 
576,160.72 ,14,0,78.75 ,160.72 
577,19.92 ,4,0,9.76 ,19.92 
578,7.30 ,2,0,2.19 ,7.30 
579,69.71 ,2,0.2,8.71 ,87.14 
580,8.79 ,1,0.6,-5.71 ,21.98 
581,51.52 ,4,0,1.55 ,51.52 
582,470.38 ,3,0.2,52.92 ,587.97 
583,105.58 ,2,0.2,9.24 ,131.98 
584,31.15 ,3,0.2,3.50 ,38.94 
585,6.78 ,7,0.7,-4.75 ,22.61 
586,406.37 ,4,0.2,30.48 ,507.96 
587,70.98 ,1,0,4.97 ,70.98 
588,294.93 ,3,0,144.52 ,294.93 
589,84.78 ,2,0.2,-20.14 ,105.98 
590,20.74 ,4,0.2,7.26 ,25.92 
591,16.82 ,3,0.7,-12.90 ,56.07 
592,10.37 ,2,0.2,3.63 ,12.96 
593,9.34 ,2,0.2,1.17 ,11.68 
594,31.20 ,3,0.2,9.75 ,39.00 
595,76.12 ,2,0,22.07 ,76.12 
596,"1,199.98 ",3,0.2,434.99 ,"1,499.97 "
597,445.96 ,5,0.2,55.75 ,557.45 
598,327.76 ,8,0,91.77 ,327.76 
599,11.63 ,2,0.2,1.02 ,14.54 
600,143.98 ,3,0.4,-28.80 ,239.97 
601,494.38 ,4,0.4,-115.35 ,823.96 
602,5.84 ,2,0.2,0.73 ,7.30 
603,142.78 ,1,0.2,17.85 ,178.47 
604,45.70 ,3,0.2,5.14 ,57.12 
605,7.22 ,3,0.7,-5.53 ,24.06 
606,43.19 ,4,0.7,-31.67 ,143.96 
607,131.90 ,3,0.2,47.82 ,164.88 
608,3.28 ,2,0.7,-2.63 ,10.94 
609,21.17 ,9,0.2,2.38 ,26.46 
610,55.19 ,2,0.4,-10.12 ,91.98 
611,369.58 ,3,0.2,41.58 ,461.97 
612,15.71 ,4,0.2,5.70 ,19.64 
613,8.45 ,2,0.2,2.64 ,10.56 
614,728.95 ,9,0.4,-157.94 ,"1,214.91 "
615,119.94 ,10,0.4,15.99 ,199.90 
616,3.65 ,2,0.7,-2.80 ,12.16 
617,40.48 ,2,0,15.79 ,40.48 
618,9.94 ,2,0,3.08 ,9.94 
619,107.42 ,9,0.2,33.57 ,134.28 
620,37.91 ,1,0,10.99 ,37.91 
621,88.02 ,3,0,27.29 ,88.02 
622,8.69 ,5,0.8,-14.77 ,43.45 
623,301.96 ,2,0,87.57 ,301.96 
624,555.21 ,5,0.1,178.90 ,616.90 
625,523.48 ,4,0,130.87 ,523.48 
626,161.82 ,9,0,46.93 ,161.82 
627,35.56 ,7,0,12.09 ,35.56 
628,97.16 ,2,0,28.18 ,97.16 
629,15.24 ,5,0.2,5.14 ,19.05 
630,13.23 ,3,0,6.09 ,13.23 
631,243.38 ,3,0.2,-51.72 ,304.23 
632,119.80 ,5,0.2,29.95 ,149.75 
633,300.77 ,4,0.2,30.08 ,375.96 
634,17.88 ,3,0.2,2.46 ,22.35 
635,235.94 ,3,0.2,85.53 ,294.93 
636,392.94 ,3,0,43.22 ,392.94 
637,18.88 ,3,0.7,-13.85 ,62.94 
638,122.33 ,3,0.2,12.23 ,152.91 
639,"1,049.20 ",5,0,272.79 ,"1,049.20 "
640,15.42 ,4,0.2,5.01 ,19.28 
641,18.84 ,3,0,6.03 ,18.84 
642,330.40 ,2,0,85.90 ,330.40 
643,26.25 ,7,0,12.60 ,26.25 
644,132.52 ,4,0,54.33 ,132.52 
645,6.48 ,1,0,3.18 ,6.48 
646,209.30 ,2,0,56.51 ,209.30 
647,31.56 ,5,0.2,9.86 ,39.45 
648,30.14 ,2,0.2,3.01 ,37.68 
649,14.80 ,4,0,6.07 ,14.80 
650,302.38 ,3,0.2,22.68 ,377.97 
651,316.00 ,4,0,31.60 ,316.00 
652,379.40 ,10,0,178.32 ,379.40 
653,97.82 ,2,0,45.98 ,97.82 
654,103.12 ,8,0,10.31 ,103.12 
655,113.55 ,2,0.2,8.52 ,141.94 
656,3.32 ,2,0.7,-2.65 ,11.06 
657,134.29 ,2,0.2,45.32 ,167.86 
658,701.37 ,2,0.3,-50.10 ,"1,001.96 "
659,2.31 ,2,0.8,-3.46 ,11.54 
660,999.43 ,7,0.2,124.93 ,"1,249.29 "
661,724.08 ,14,0.2,-135.77 ,905.10 
662,918.79 ,5,0.3,-118.13 ,"1,312.55 "
663,2.72 ,3,0.8,-4.22 ,13.62 
664,459.95 ,5,0,18.40 ,459.95 
665,10.74 ,3,0,5.26 ,10.74 
666,23.76 ,3,0.2,2.08 ,29.70 
667,85.06 ,3,0.2,28.71 ,106.32 
668,381.58 ,3,0.2,28.62 ,476.97 
669,30.36 ,5,0.2,8.73 ,37.95 
670,23.98 ,3,0.6,-14.39 ,59.94 
671,108.93 ,1,0.5,-71.89 ,217.85 
672,36.35 ,8,0.2,11.36 ,45.44 
673,19.56 ,5,0.2,1.71 ,24.45 
674,61.44 ,3,0,16.59 ,61.44 
675,38.90 ,5,0,17.51 ,38.90 
676,99.39 ,3,0,40.75 ,99.39 
677,2.69 ,3,0.8,-7.39 ,13.44 
678,27.82 ,3,0.2,4.52 ,34.77 
679,82.52 ,3,0.6,-41.26 ,206.31 
680,182.99 ,3,0.8,-320.24 ,914.97 
681,14.35 ,3,0.2,4.66 ,17.94 
682,64.96 ,2,0,2.60 ,64.96 
683,68.60 ,4,0,18.52 ,68.60 
684,"7,999.98 ",4,0.5,"-3,839.99 ","15,999.96 "
685,167.44 ,2,0.2,14.65 ,209.30 
686,479.97 ,3,0,163.19 ,479.97 
687,14.62 ,2,0,6.87 ,14.62 
688,19.44 ,3,0,9.33 ,19.44 
689,191.98 ,2,0.2,4.80 ,239.98 
690,104.01 ,1,0,14.56 ,104.01 
691,284.82 ,1,0,74.05 ,284.82 
692,36.84 ,3,0,10.32 ,36.84 
693,166.24 ,1,0,24.94 ,166.24 
694,33.40 ,5,0,16.03 ,33.40 
695,198.27 ,8,0.2,17.35 ,247.84 
696,47.36 ,4,0.2,17.76 ,59.20 
697,200.98 ,7,0.2,62.81 ,251.23 
698,97.70 ,4,0.2,31.75 ,122.12 
699,2.70 ,1,0.2,0.81 ,3.37 
700,18.59 ,2,0.7,-13.63 ,61.96 
701,4.90 ,3,0.7,-3.43 ,16.32 
702,15.07 ,3,0.2,4.14 ,18.84 
703,209.88 ,3,0,35.68 ,209.88 
704,369.91 ,3,0.2,-13.87 ,462.39 
705,10.37 ,2,0.2,3.63 ,12.96 
706,166.84 ,5,0.2,18.77 ,208.55 
707,15.22 ,1,0.2,2.28 ,19.02 
708,119.96 ,4,0,52.78 ,119.96 
709,883.92 ,5,0.2,-110.49 ,"1,104.90 "
710,46.72 ,8,0.2,15.77 ,58.40 
711,55.48 ,1,0,26.63 ,55.48 
712,24.45 ,4,0.2,8.86 ,30.56 
713,281.34 ,6,0,109.72 ,281.34 
714,307.98 ,2,0,89.31 ,307.98 
715,299.97 ,3,0,113.99 ,299.97 
716,19.92 ,5,0.2,6.97 ,24.90 
717,9.94 ,2,0,3.08 ,9.94 
718,103.06 ,3,0.2,24.48 ,128.82 
719,59.81 ,3,0.2,19.44 ,74.76 
720,73.32 ,6,0,22.00 ,73.32 
721,146.82 ,3,0,73.41 ,146.82 
722,"1,652.94 ",3,0,231.41 ,"1,652.94 "
723,296.37 ,3,0,80.02 ,296.37 
724,129.92 ,5,0.2,21.11 ,162.40 
725,45.58 ,7,0.2,5.13 ,56.98 
726,17.57 ,2,0.2,6.37 ,21.96 
727,55.99 ,1,0.2,5.60 ,69.99 
728,182.72 ,8,0,84.05 ,182.72 
729,400.03 ,2,0.4,-153.35 ,666.72 
730,33.63 ,3,0,10.09 ,33.63 
731,542.65 ,3,0.1,102.50 ,602.94 
732,6.30 ,2,0,3.02 ,6.30 
733,242.94 ,3,0,9.72 ,242.94 
734,179.97 ,3,0,86.39 ,179.97 
735,99.70 ,6,0.2,33.65 ,124.62 
736,27.94 ,4,0.2,9.43 ,34.92 
737,84.98 ,1,0,18.70 ,84.98 
738,18.72 ,5,0.2,6.55 ,23.40 
739,49.98 ,2,0,8.50 ,49.98 
740,11.78 ,3,0.2,4.27 ,14.73 
741,272.74 ,3,0.2,-64.77 ,340.92 
742,3.54 ,2,0.8,-5.49 ,17.70 
743,51.52 ,5,0.2,-10.95 ,64.40 
744,3.53 ,1,0.2,1.15 ,4.41 
745,4.62 ,1,0.2,1.68 ,5.78 
746,55.17 ,4,0.2,6.21 ,68.96 
747,567.12 ,10,0.2,-28.36 ,708.90 
748,359.32 ,4,0,7.19 ,359.32 
749,11.99 ,1,0.2,0.90 ,14.99 
750,58.05 ,3,0,26.70 ,58.05 
751,157.74 ,11,0,56.79 ,157.74 
752,56.98 ,7,0,22.79 ,56.98 
753,2.88 ,1,0,1.41 ,2.88 
754,"1,199.98 ",3,0.2,374.99 ,"1,499.97 "
755,79.92 ,4,0,28.77 ,79.92 
756,383.44 ,4,0.45,-167.32 ,697.16 
757,24.56 ,2,0,6.88 ,24.56 
758,119.80 ,4,0,47.92 ,119.80 
759,13.13 ,3,0.2,4.27 ,16.41 
760,22.72 ,4,0,10.22 ,22.72 
761,58.32 ,9,0,27.99 ,58.32 
762,12.39 ,3,0,5.70 ,12.39 
763,107.98 ,3,0.4,-27.00 ,179.97 
764,11.36 ,2,0,5.34 ,11.36 
765,50.94 ,3,0,25.47 ,50.94 
766,646.74 ,6,0,258.70 ,646.74 
767,5.64 ,3,0,2.71 ,5.64 
768,572.58 ,6,0,34.35 ,572.58 
769,310.88 ,2,0.2,23.32 ,388.60 
770,641.96 ,2,0,179.75 ,641.96 
771,18.28 ,2,0,9.14 ,18.28 
772,207.00 ,3,0,51.75 ,207.00 
773,32.35 ,5,0,16.18 ,32.35 
774,7.71 ,1,0,3.47 ,7.71 
775,40.30 ,2,0,10.88 ,40.30 
776,34.58 ,7,0,14.52 ,34.58 
777,32.76 ,7,0.2,3.69 ,40.95 
778,544.01 ,3,0.2,40.80 ,680.01 
779,59.94 ,3,0,28.17 ,59.94 
780,23.92 ,4,0,11.72 ,23.92 
781,4.28 ,1,0,1.93 ,4.28 
782,32.07 ,5,0.7,-22.45 ,106.90 
783,24.00 ,2,0.2,-2.70 ,30.00 
784,35.49 ,1,0.5,-15.62 ,70.98 
785,47.98 ,2,0.2,0.60 ,59.98 
786,186.69 ,3,0,87.74 ,186.69 
787,17.46 ,2,0.2,5.89 ,21.82 
788,348.93 ,2,0.2,34.89 ,436.16 
789,143.96 ,4,0,69.10 ,143.96 
790,15.42 ,1,0,4.16 ,15.42 
791,43.04 ,8,0,21.09 ,43.04 
792,332.94 ,3,0,79.91 ,332.94 
793,"1,363.96 ",5,0.2,85.25 ,"1,704.95 "
794,9.96 ,2,0,4.58 ,9.96 
795,21.72 ,4,0,10.64 ,21.72 
796,20.16 ,7,0,9.88 ,20.16 
797,132.79 ,7,0,63.74 ,132.79 
798,12.96 ,2,0,6.22 ,12.96 
799,21.56 ,7,0,10.35 ,21.56 
800,283.92 ,5,0.2,17.75 ,354.90 
801,22.23 ,1,0,7.34 ,22.23 
802,215.97 ,2,0.2,18.90 ,269.96 
803,355.32 ,9,0,99.49 ,355.32 
804,12.96 ,2,0,6.22 ,12.96 
805,18.28 ,2,0,6.22 ,18.28 
806,43.18 ,3,0.2,4.32 ,53.97 
807,"1,983.97 ",4,0.2,248.00 ,"2,479.96 "
808,28.40 ,2,0,11.08 ,28.40 
809,149.97 ,3,0,50.99 ,149.97 
810,11.52 ,4,0,3.23 ,11.52 
811,"1,298.55 ",5,0,311.65 ,"1,298.55 "
812,213.92 ,4,0,62.04 ,213.92 
813,25.78 ,2,0,2.58 ,25.78 
814,18.28 ,2,0,6.22 ,18.28 
815,"1,399.93 ",7,0,601.97 ,"1,399.93 "
816,51.84 ,8,0,24.88 ,51.84 
817,5.34 ,1,0.2,1.87 ,6.68 
818,41.47 ,8,0.2,14.52 ,51.84 
819,3.17 ,3,0.7,-2.43 ,10.56 
820,"1,228.47 ",5,0.3,0.00 ,"1,754.95 "
821,31.09 ,3,0.7,-22.80 ,103.62 
822,335.52 ,4,0.2,117.43 ,419.40 
823,239.97 ,3,0,71.99 ,239.97 
824,9.82 ,2,0,4.81 ,9.82 
825,67.80 ,4,0,4.07 ,67.80 
826,167.97 ,3,0,40.31 ,167.97 
827,35.00 ,7,0,16.80 ,35.00 
828,37.24 ,4,0,10.80 ,37.24 
829,15.28 ,2,0,7.49 ,15.28 
830,301.96 ,2,0,90.59 ,301.96 
831,180.66 ,3,0,50.58 ,180.66 
832,191.98 ,2,0,51.83 ,191.98 
833,65.99 ,1,0,17.16 ,65.99 
834,35.22 ,2,0.2,2.64 ,44.02 
835,23.70 ,2,0.2,6.52 ,29.62 
836,265.48 ,1,0.5,-111.50 ,530.95 
837,51.18 ,4,0.8,-79.34 ,255.92 
838,9.66 ,2,0.2,3.26 ,12.08 
839,21.07 ,3,0.2,1.58 ,26.34 
840,60.45 ,3,0,16.32 ,60.45 
841,11.52 ,4,0,3.34 ,11.52 
842,186.05 ,4,0.2,9.30 ,232.56 
843,37.44 ,4,0.2,11.70 ,46.80 
844,26.98 ,4,0.2,8.77 ,33.72 
845,11.36 ,2,0,3.29 ,11.36 
846,14.62 ,2,0,6.87 ,14.62 
847,83.72 ,7,0,23.44 ,83.72 
848,287.94 ,3,0,77.74 ,287.94 
849,48.90 ,4,0.2,8.56 ,61.12 
850,115.36 ,7,0,49.60 ,115.36 
851,5.16 ,2,0,1.34 ,5.16 
852,38.88 ,6,0,18.66 ,38.88 
853,185.88 ,6,0,50.19 ,185.88 
854,44.46 ,2,0,14.67 ,44.46 
855,242.94 ,3,0,9.72 ,242.94 
856,39.96 ,2,0,18.78 ,39.96 
857,102.30 ,10,0,26.60 ,102.30 
858,21.36 ,2,0,5.77 ,21.36 
859,7.61 ,1,0,3.58 ,7.61 
860,7.16 ,2,0,3.58 ,7.16 
861,7.36 ,2,0,0.15 ,7.36 
862,23.10 ,2,0,10.63 ,23.10 
863,191.47 ,6,0.2,40.69 ,239.34 
864,5.25 ,2,0.2,0.59 ,6.56 
865,59.18 ,2,0.2,5.18 ,73.98 
866,2.89 ,1,0,1.36 ,2.89 
867,51.94 ,1,0,21.30 ,51.94 
868,15.94 ,4,0.2,5.18 ,19.92 
869,44.91 ,6,0.7,-35.93 ,149.70 
870,"1,141.47 ",5,0.7,-760.98 ,"3,804.90 "
871,280.78 ,3,0.4,-46.80 ,467.97 
872,34.44 ,3,0,17.22 ,34.44 
873,11.36 ,2,0,5.23 ,11.36 
874,106.34 ,7,0.2,37.22 ,132.93 
875,192.16 ,5,0.2,67.26 ,240.20 
876,322.59 ,3,0,64.52 ,322.59 
877,29.99 ,1,0,13.20 ,29.99 
878,371.97 ,3,0,66.95 ,371.97 
879,5.89 ,4,0.7,-4.12 ,19.64 
880,68.47 ,3,0.2,23.11 ,85.59 
881,"1,242.90 ",5,0.1,262.39 ,"1,381.00 "
882,30.84 ,2,0,8.33 ,30.84 
883,13.48 ,4,0,5.93 ,13.48 
884,31.40 ,5,0,10.05 ,31.40 
885,17.46 ,2,0,5.94 ,17.46 
886,13.94 ,3,0.2,4.53 ,17.43 
887,83.76 ,12,0,1.68 ,83.76 
888,37.66 ,7,0,18.45 ,37.66 
889,34.68 ,6,0,16.99 ,34.68 
890,149.95 ,5,0,15.00 ,149.95 
891,51.31 ,3,0.2,18.60 ,64.14 
892,4.54 ,1,0,2.04 ,4.54 
893,15.92 ,4,0,5.41 ,15.92 
894,543.92 ,8,0,135.98 ,543.92 
895,155.82 ,7,0,42.07 ,155.82 
896,70.01 ,3,0.2,24.50 ,87.51 
897,15.65 ,2,0.2,5.09 ,19.56 
898,103.60 ,7,0,51.80 ,103.60 
899,46.96 ,8,0,22.54 ,46.96 
900,8.90 ,2,0.7,-6.53 ,29.68 
901,10.44 ,5,0.2,3.39 ,13.05 
902,18.34 ,4,0.8,-32.09 ,91.68 
903,323.98 ,3,0.2,20.25 ,404.97 
904,20.04 ,3,0,9.62 ,20.04 
905,64.96 ,2,0,2.60 ,64.96 
906,12.96 ,2,0,6.22 ,12.96 
907,323.14 ,4,0.2,12.12 ,403.92 
908,90.93 ,7,0,2.73 ,90.93 
909,52.78 ,3,0.2,19.79 ,65.97 
910,"1,199.80 ",4,0,323.95 ,"1,199.80 "
911,"1,928.78 ",7,0,829.38 ,"1,928.78 "
912,352.38 ,2,0,81.05 ,352.38 
913,22.20 ,6,0,9.10 ,22.20 
914,46.94 ,1,0,19.25 ,46.94 
915,143.73 ,9,0,56.05 ,143.73 
916,99.92 ,2,0.3,-18.56 ,142.74 
917,797.94 ,4,0.3,-57.00 ,"1,139.92 "
918,8.57 ,3,0.8,-14.57 ,42.84 
919,149.35 ,3,0.2,50.41 ,186.69 
920,12.99 ,1,0.2,-0.81 ,16.24 
921,24.56 ,2,0,6.88 ,24.56 
922,85.14 ,3,0,34.91 ,85.14 
923,21.99 ,1,0,10.56 ,21.99 
924,406.60 ,5,0,113.85 ,406.60 
925,841.57 ,2,0.2,294.55 ,"1,051.96 "
926,15.55 ,3,0.2,5.44 ,19.44 
927,252.00 ,5,0.2,53.55 ,315.00 
928,46.20 ,4,0,12.94 ,46.20 
929,28.84 ,2,0,9.52 ,28.84 
930,14.59 ,3,0.2,2.55 ,18.24 
931,89.86 ,3,0.2,21.34 ,112.32 
932,13.87 ,3,0.2,5.03 ,17.34 
933,12.19 ,3,0.2,4.11 ,15.24 
934,45.06 ,8,0.2,15.21 ,56.32 
935,29.72 ,6,0.7,-21.79 ,99.06 
936,15.55 ,3,0.2,5.44 ,19.44 
937,447.70 ,2,0.2,33.58 ,559.62 
938,159.99 ,1,0,54.40 ,159.99 
939,12.96 ,2,0,6.22 ,12.96 
940,134.48 ,4,0,34.96 ,134.48 
941,17.12 ,2,0,8.05 ,17.12 
942,6.10 ,2,0.2,2.21 ,7.62 
943,"1,114.27 ",4,0.2,41.79 ,"1,392.84 "
944,32.40 ,5,0,15.55 ,32.40 
945,540.57 ,3,0,140.55 ,540.57 
946,167.76 ,5,0.2,62.91 ,209.70 
947,393.17 ,3,0.5,-204.45 ,786.33 
948,516.49 ,7,0.2,-12.91 ,645.61 
949,"1,007.23 ",6,0.2,75.54 ,"1,259.04 "
950,"2,065.32 ",12,0.4,-619.60 ,"3,442.20 "
951,15.55 ,3,0.2,5.44 ,19.44 
952,25.34 ,6,0.2,7.92 ,31.68 
953,25.47 ,4,0.2,7.64 ,31.84 
954,27.17 ,2,0.2,2.72 ,33.96 
955,78.85 ,2,0.32,-11.60 ,115.96 
956,173.80 ,5,0,43.45 ,173.80 
957,29.59 ,1,0.2,2.59 ,36.99 
958,4.75 ,2,0.7,-3.17 ,15.84 
959,15.55 ,3,0.2,5.64 ,19.44 
960,204.60 ,2,0,53.20 ,204.60 
961,321.57 ,2,0.2,28.14 ,401.96 
962,6.24 ,2,0,3.06 ,6.24 
963,21.88 ,2,0,10.94 ,21.88 
964,4.61 ,2,0.2,1.67 ,5.76 
965,9.82 ,2,0,4.81 ,9.82 
966,35.97 ,3,0,9.71 ,35.97 
967,12.96 ,2,0,6.22 ,12.96 
968,191.60 ,4,0,91.97 ,191.60 
969,8.64 ,3,0,4.23 ,8.64 
970,501.81 ,3,0,0.00 ,501.81 
971,127.10 ,6,0.2,28.60 ,158.88 
972,124.20 ,3,0.4,-31.05 ,207.00 
973,18.59 ,2,0.7,-13.63 ,61.96 
974,30.07 ,3,0.2,10.15 ,37.59 
975,160.93 ,7,0,3.22 ,160.93 
976,75.79 ,3,0.2,25.58 ,94.74 
977,1.08 ,2,0.7,-0.79 ,3.60 
978,"3,059.98 ",2,0.1,680.00 ,"3,399.98 "
979,3.28 ,2,0.7,-2.63 ,10.94 
980,34.02 ,3,0,16.67 ,34.02 
981,599.29 ,6,0.1,93.22 ,665.88 
982,3.39 ,1,0.2,0.81 ,4.24 
983,559.98 ,2,0.2,56.00 ,699.98 
984,603.92 ,5,0.2,75.49 ,754.90 
985,7.97 ,2,0.2,2.59 ,9.96 
986,27.97 ,4,0.2,9.44 ,34.96 
987,336.51 ,3,0.4,44.87 ,560.85 
988,1.11 ,2,0.8,-1.89 ,5.56 
989,520.05 ,5,0,72.81 ,520.05 
990,17.97 ,3,0,5.21 ,17.97 
991,"1,166.92 ",5,0.2,131.28 ,"1,458.65 "
992,14.62 ,2,0.2,5.48 ,18.28 
993,10.23 ,3,0,4.91 ,10.23 
994,154.90 ,5,0,69.71 ,154.90 
995,"2,715.93 ",7,0,"1,276.49 ","2,715.93 "
996,617.97 ,3,0,173.03 ,617.97 
997,10.67 ,1,0,4.91 ,10.67 
998,36.63 ,3,0,9.89 ,36.63 
999,24.10 ,5,0,9.16 ,24.10 
1000,33.11 ,7,0,12.91 ,33.11 
1001,44.02 ,2,0,11.45 ,44.02 
1002,"2,309.65 ",7,0,762.18 ,"2,309.65 "
1003,"1,090.78 ",7,0.4,-290.88 ,"1,817.97 "
1004,19.44 ,3,0,9.33 ,19.44 
1005,484.65 ,3,0,92.08 ,484.65 
1006,115.30 ,3,0.2,40.35 ,144.12 
1007,7.08 ,3,0.2,2.48 ,8.85 
1008,4.40 ,3,0.7,-3.52 ,14.67 
1009,44.75 ,5,0,20.59 ,44.75 
1010,95.98 ,2,0.2,6.00 ,119.98 
1011,151.72 ,4,0,27.31 ,151.72 
1012,155.25 ,3,0,46.58 ,155.25 
1013,14.03 ,1,0,4.07 ,14.03 
1014,"1,618.37 ",13,0,356.04 ,"1,618.37 "
1015,99.60 ,1,0,36.85 ,99.60 
1016,32.40 ,5,0,15.55 ,32.40 
1017,13.96 ,2,0,6.70 ,13.96 
1018,155.82 ,3,0,63.89 ,155.82 
1019,124.95 ,5,0,2.50 ,124.95 
1020,601.65 ,5,0,156.43 ,601.65 
1021,22.74 ,3,0,8.87 ,22.74 
1022,"1,267.53 ",3,0,316.88 ,"1,267.53 "
1023,"1,379.92 ",8,0,648.56 ,"1,379.92 "
1024,6.21 ,2,0.2,2.17 ,7.76 
1025,11.81 ,2,0.2,4.28 ,14.76 
1026,15.55 ,3,0.2,5.44 ,19.44 
1027,63.31 ,3,0.2,20.58 ,79.14 
1028,15.59 ,2,0.4,-9.87 ,25.98 
1029,177.20 ,5,0,83.28 ,177.20 
1030,197.97 ,3,0,57.41 ,197.97 
1031,854.94 ,3,0,213.74 ,854.94 
1032,124.11 ,9,0,52.13 ,124.11 
1033,14.40 ,5,0,7.06 ,14.40 
1034,15.70 ,3,0.2,5.10 ,19.62 
1035,2.63 ,2,0.7,-1.93 ,8.76 
1036,14.43 ,3,0.7,-10.58 ,48.09 
1037,86.62 ,2,0,8.66 ,86.62 
1038,36.62 ,3,0.2,13.73 ,45.78 
1039,23.97 ,7,0.2,2.70 ,29.96 
1040,28.73 ,3,0.2,1.80 ,35.91 
1041,697.16 ,4,0,146.40 ,697.16 
1042,31.86 ,2,0,11.15 ,31.86 
1043,722.35 ,3,0.2,90.29 ,902.94 
1044,8.84 ,5,0.2,2.98 ,11.05 
1045,58.46 ,9,0.8,-146.16 ,292.32 
1046,254.60 ,14,0.3,-18.19 ,363.72 
1047,"1,363.96 ",5,0.2,85.25 ,"1,704.95 "
1048,102.36 ,3,0.2,-3.84 ,127.95 
1049,"1,113.50 ",12,0.2,125.27 ,"1,391.88 "
1050,99.99 ,1,0,38.00 ,99.99 
1051,168.46 ,2,0.2,-29.48 ,210.58 
1052,6.72 ,2,0.2,2.44 ,8.40 
1053,282.89 ,9,0.2,56.58 ,353.61 
1054,11.16 ,2,0,4.35 ,11.16 
1055,108.40 ,2,0,22.76 ,108.40 
1056,82.34 ,3,0.2,27.79 ,102.93 
1057,9.09 ,4,0.2,3.29 ,11.36 
1058,19.94 ,4,0.2,7.23 ,24.92 
1059,65.57 ,2,0.2,22.95 ,81.96 
1060,4.42 ,3,0.2,1.60 ,5.52 
1061,107.77 ,2,0.3,-29.25 ,153.96 
1062,45.22 ,3,0.2,4.52 ,56.52 
1063,10.42 ,7,0.2,-2.21 ,13.02 
1064,7.87 ,3,0.2,1.28 ,9.84 
1065,118.78 ,3,0.4,-27.72 ,197.97 
1066,1.45 ,1,0.2,0.24 ,1.81 
1067,55.47 ,5,0.7,-46.23 ,184.90 
1068,194.85 ,4,0.2,12.18 ,243.56 
1069,1.74 ,1,0.2,-0.35 ,2.18 
1070,25.18 ,4,0.7,-18.46 ,83.92 
1071,19.46 ,7,0,5.06 ,19.46 
1072,29.47 ,3,0.2,9.95 ,36.84 
1073,8.64 ,2,0.2,3.02 ,10.80 
1074,6.27 ,5,0.7,-4.60 ,20.90 
1075,4.37 ,7,0.7,-3.35 ,14.56 
1076,31.98 ,2,0.2,2.00 ,39.98 
1077,40.88 ,7,0,10.63 ,40.88 
1078,119.96 ,2,0,33.59 ,119.96 
1079,31.44 ,3,0,8.49 ,31.44 
1080,6.88 ,1,0.2,2.32 ,8.60 
1081,19.92 ,4,0,9.36 ,19.92 
1082,"1,106.91 ",9,0,121.76 ,"1,106.91 "
1083,836.59 ,8,0.4,-264.92 ,"1,394.32 "
1084,26.38 ,1,0,12.13 ,26.38 
1085,362.92 ,2,0,105.25 ,362.92 
1086,"4,899.93 ",7,0,"2,400.97 ","4,899.93 "
1087,6.48 ,1,0,3.11 ,6.48 
1088,71.98 ,3,0.2,7.20 ,89.97 
1089,3.15 ,1,0,1.51 ,3.15 
1090,31.98 ,2,0.2,2.00 ,39.98 
1091,71.98 ,2,0.2,25.19 ,89.98 
1092,120.15 ,9,0,33.64 ,120.15 
1093,219.18 ,2,0.2,19.18 ,273.98 
1094,28.90 ,5,0,14.16 ,28.90 
1095,355.96 ,2,0,103.23 ,355.96 
1096,348.21 ,7,0.2,30.47 ,435.26 
1097,35.78 ,7,0.7,-28.63 ,119.28 
1098,447.84 ,5,0.2,11.20 ,559.80 
1099,7.04 ,4,0,2.04 ,7.04 
1100,8.73 ,3,0,4.10 ,8.73 
1101,29.29 ,1,0,9.67 ,29.29 
1102,8.64 ,3,0,2.51 ,8.64 
1103,2.69 ,3,0.8,-4.71 ,13.47 
1104,2.93 ,3,0.8,-4.99 ,14.67 
1105,22.92 ,3,0,11.23 ,22.92 
1106,100.70 ,6,0.2,-16.36 ,125.88 
1107,2.33 ,2,0.6,-0.76 ,5.82 
1108,10.78 ,5,0.8,-17.25 ,53.90 
1109,58.37 ,12,0.2,21.89 ,72.96 
1110,40.97 ,3,0.2,13.83 ,51.21 
1111,71.96 ,5,0.2,25.19 ,89.95 
1112,10.37 ,2,0.2,3.63 ,12.96 
1113,1.19 ,2,0.8,-2.03 ,5.96 
1114,46.67 ,2,0.2,16.34 ,58.34 
1115,119.83 ,1,0.15,-12.69 ,140.98 
1116,119.98 ,2,0,57.59 ,119.98 
1117,6.30 ,2,0,3.02 ,6.30 
1118,279.90 ,5,0,137.15 ,279.90 
1119,619.95 ,5,0,111.59 ,619.95 
1120,4.36 ,2,0,2.05 ,4.36 
1121,15.28 ,2,0,7.49 ,15.28 
